Num,File,Subset,Fruit,Color,Count,DateTime,GPSAltitude,GPSLatitude,GPSLongitude>,GPSImgDirection,GPSDestBearing,ShutterSpeedValue,SubsecTimeDigitized,ExposureTime,BrightnessValue
815,IMG_2853.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:51:13,329,37;53.7963N,122;15.5457W,648938/2821,648938/2821,84572/17235,562,1/30,40197/12851
816,IMG_3393.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:13:24,332,37;53.793N,122;15.5534W,15166/525,1893179/65536,91004/9167,705,1/974,42826/4533
817,IMG_2729.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:42:34,329,37;53.8017N,122;15.5576W,113289/2048,113289/2048,260036/48857,884,1/40,37691/8331
818,IMG_2852.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:50:47,329,37;53.7955N,122;15.5502W,119663/4132,119663/4132,84572/17235,758,1/30,33869/10259
819,IMG_2885.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:54:22,330,37;53.7952N,122;15.5489W,664783/10455,664783/10455,84572/17235,574,1/30,24629/10381
820,IMG_3225.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:38:13,244,37;53.8012N,122;15.5598W,287057/978,287057/978,84967/9194,948,1/605,145664/16401
821,IMG_3219.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:37:58,215,37;53.8048N,122;15.5589W,1006733/3937,1047391/4096,72255/8044,117,1/506,190965/21769
822,IMG_3569.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:46:34,338,37;53.8033N,122;15.5457W,237821/13872,237821/13872,84572/17235,047,1/30,270748/59819
823,IMG_3227.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:38:22,249,37;53.7988N,122;15.5589W,391635/1724,391635/1724,84572/17235,599,1/30,54497/12106
824,IMG_3555.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:43:48,335,37;53.798N,122;15.5484W,282081/1606,282081/1606,84572/17235,127,1/30,46723/10337
825,IMG_3233.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:38:44,270,37;53.7955N,122;15.553W,187779/982,187779/982,84572/17235,412,1/30,58961/12954
826,IMG_3582.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:47:58,337,37;53.7985N,122;15.5457W,873622/2735,585183/1832,84572/17235,735,1/30,56491/12522
827,IMG_2844.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:49:52,328,37;53.7945N,122;15.5475W,920653/3764,920653/3764,84572/17235,270,1/30,60061/25453
828,IMG_2918.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:58:02,331,37;53.7937N,122;15.5502W,538097/2048,538097/2048,84572/17235,819,1/30,331882/99029
829,IMG_2845.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:49:55,328,37;53.795N,122;15.5479W,388990/1693,388990/1693,84572/17235,324,1/30,39883/16134
830,IMG_3583.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:48:01,336,37;53.7985N,122;15.5457W,523274/1597,757879/2313,84572/17235,687,1/30,31595/7132
831,IMG_3554.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:43:45,335,37;53.7978N,122;15.5484W,330491/1832,330491/1832,84572/17235,212,1/30,123702/27067
832,IMG_3226.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:38:19,248,37;53.7993N,122;15.5603W,646332/3061,646332/3061,84572/17235,922,1/30,23627/5464
833,IMG_2886.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:54:23,330,37;53.7952N,122;15.5489W,395221/6014,306569/4665,84572/17235,356,1/30,34767/14800
834,IMG_2882.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:54:10,330,37;53.7945N,122;15.5493W,83480/4027,83480/4027,84572/17235,172,1/30,13558/7019
835,IMG_3544.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:42:12,334,37;53.796N,122;15.5461W,216685/684,216685/684,84572/17235,760,1/30,64147/15124
836,IMG_3222.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:38:07,223,37;53.8025N,122;15.5589W,3082013/16353,3082013/16353,194444/28147,785,1/120,39051/6596
837,IMG_3236.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:38:53,324,37;53.7955N,122;15.5544W,373533/1991,373533/1991,103565/14521,392,1/140,71988/11209
838,IMG_2896.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:54:46,331,37;53.7952N,122;15.5489W,948913/10821,948913/10821,84572/17235,821,1/30,39997/21471
839,IMG_3550.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:43:19,335,37;53.7978N,122;15.5452W,378419/1848,378419/1848,260036/48857,654,1/40,132471/26750
840,IMG_2869.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:53:43,331,37;53.7945N,122;15.5489W,216537/1024,216537/1024,84572/17235,987,1/30,18103/9119
841,IMG_3395.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:13:29,333,37;53.793N,122;15.5534W,164297/10452,164297/10452,66872/6507,624,1/1241,99888/10181
842,IMG_2909.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:56:40,330,37;53.7942N,122;15.5493W,498025/1467,498025/1467,108365/11071,278,1/884,35853/3899
843,IMG_3155.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:37:19,326,37;53.7942N,122;15.5521W,793205/3949,793205/3949,260036/48857,399,1/40,141861/28952
844,IMG_2920.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:58:17,330,37;53.7973N,122;15.5484W,426853/1327,426853/1327,84572/17235,144,1/30,80338/23119
845,IMG_2934.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:00:11,328,37;53.7968N,122;15.5479W,327075/929,327075/929,84572/17235,079,1/30,67867/21637
846,IMG_3394.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:13:26,332,37;53.793N,122;15.5534W,145521/4096,145521/4096,98942/10653,099,1/625,77308/8807
847,IMG_2868.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:53:41,331,37;53.7948N,122;15.5493W,725094/3019,725094/3019,84572/17235,695,1/30,48343/27145
848,IMG_2840.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:49:36,327,37;53.7937N,122;15.5457W,281565/3067,281565/3067,84572/17235,417,1/30,110908/55759
849,IMG_3237.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:39:00,323,37;53.7968N,122;15.5576W,352036/1815,352036/1815,260036/48857,647,1/40,89862/18289
850,IMG_2897.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:54:48,331,37;53.7952N,122;15.5489W,235018/2955,235018/2955,84572/17235,940,1/30,13700/8889
851,IMG_2883.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:54:13,330,37;53.7952N,122;15.5489W,90023/2817,90023/2817,84572/17235,713,1/30,11509/4222
852,IMG_2895.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:54:44,331,37;53.7952N,122;15.5489W,307753/3360,331842/3623,84572/17235,969,1/30,401683/185293
853,IMG_3553.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:43:41,337,37;53.7968N,122;15.5479W,641641/2256,730663/2569,84572/17235,239,1/30,320750/67793
854,IMG_3235.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:38:53,324,37;53.7955N,122;15.5544W,373533/1991,373533/1991,54797/7686,884,1/140,35582/5513
855,IMG_3547.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:43:04,335,37;53.8017N,122;15.5489W,281609/1448,281609/1448,84572/17235,398,1/30,90803/19073
856,IMG_3590.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:48:52,338,37;53.7973N,122;15.5475W,123155/4789,123155/4789,84572/17235,481,1/30,27879/6158
857,IMG_3382.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:11:56,335,37;53.7957N,122;15.5544W,85436/4361,85436/4361,194444/28147,669,1/120,159497/27056
858,IMG_3396.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:13:32,333,37;53.793N,122;15.5534W,157579/194827,106013/131072,194444/28147,688,1/120,50549/8224
859,IMG_3157.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:37:35,328,37;53.7962N,122;15.5534W,83547/305,83547/305,44660/6063,944,1/165,29076/4129
860,IMG_3156.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:37:28,328,37;53.796N,122;15.553W,432305/1903,432305/1903,194444/28147,131,1/120,12959/2052
861,IMG_2738.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:43:04,332,37;53.7963N,122;15.5585W,212989/1024,212989/1024,84572/17235,418,1/30,45024/11309
862,IMG_2843.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:49:47,327,37;53.7937N,122;15.5457W,320047/1446,320047/1446,84572/17235,112,1/30,19541/8730
863,IMG_3591.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:48:58,339,37;53.7973N,122;15.5475W,83573/5924,83573/5924,84572/17235,416,1/30,34547/7980
864,IMG_3220.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:38:01,221,37;53.8048N,122;15.5589W,694976/3191,694976/3191,194444/28147,715,1/120,78345/12734
865,IMG_3546.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:42:36,333,37;53.796N,122;15.5502W,50888/2159,50888/2159,15384/1619,240,1/725,73932/7985
866,IMG_3552.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:43:36,337,37;53.797N,122;15.5489W,406350/1663,406350/1663,84572/17235,526,1/30,8793/1919
867,IMG_3234.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:38:50,323,37;53.7952N,122;15.553W,253587/1741,253587/1741,49625/8401,643,1/60,5826/1135
868,IMG_3211.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:37:34,205,37;53.8077N,122;15.558W,88037/7442,88037/7442,194621/18762,363,1/1326,65815/6422
869,IMG_2872.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:53:48,330,37;53.7933N,122;15.5502W,646339/2620,443803/1799,84572/17235,451,1/30,74859/48977
870,IMG_2866.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:53:36,330,37;53.793N,122;15.553W,266396/991,266396/991,84572/17235,407,1/30,16528/8411
871,IMG_2735.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:42:55,331,37;53.7957N,122;15.5603W,778139/3153,1010865/4096,84572/17235,958,1/30,59276/13383
872,IMG_3198.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:36:26,223,37;53.8033N,122;15.5612W,377012/1679,377012/1679,194444/28147,946,1/120,36606/6115
873,IMG_3199.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:36:30,223,37;53.8043N,122;15.5617W,421720/2151,421720/2151,260036/48857,855,1/40,50911/9971
874,IMG_2734.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:42:51,331,37;53.7957N,122;15.5603W,342029/1499,342029/1499,260036/48857,325,1/40,169211/34927
875,IMG_2867.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:53:39,330,37;53.7943N,122;15.5507W,245213/1074,245213/1074,84572/17235,782,1/30,86457/38797
876,IMG_2898.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:54:51,331,37;53.7952N,122;15.5489W,481827/4639,475699/4580,84572/17235,931,1/30,47045/23231
877,IMG_3238.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:39:02,322,37;53.797N,122;15.5571W,261062/1301,261062/1301,49625/8401,726,1/60,148183/28599
878,IMG_3548.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:43:09,336,37;53.7987N,122;15.5479W,174687/932,174687/932,84572/17235,102,1/30,18475/3928
879,IMG_3560.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:45:17,336,37;53.7948N,122;15.5466W,170479/529,170479/529,84572/17235,781,1/30,43482/9943
880,IMG_3574.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:47:02,336,37;53.7998N,122;15.5461W,336647/9273,332109/9148,84572/17235,235,1/30,162157/38051
881,IMG_2865.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:53:34,330,37;53.7932N,122;15.5548W,522647/1845,522647/1845,84572/17235,257,1/30,35774/23723
882,IMG_2871.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:53:46,331,37;53.7942N,122;15.5502W,346102/1521,346102/1521,84572/17235,390,1/30,56733/33097
883,IMG_3158.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:37:40,328,37;53.7975N,122;15.5539W,1932055/6671,1946536/6721,194444/28147,873,1/120,59524/9553
884,IMG_3164.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:38:20,329,37;53.796N,122;15.553W,434826/1567,434826/1567,53547/7432,982,1/148,60980/8909
885,IMG_3165.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:38:26,329,37;53.7955N,122;15.5562W,90616/3801,90616/3801,194444/28147,029,1/120,41173/7021
886,IMG_3159.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:37:49,329,37;53.797N,122;15.5539W,699157/2193,772484/2423,107846/15519,957,1/124,109451/16802
887,IMG_3398.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:13:38,333,37;53.793N,122;15.5534W,600449/1688,600449/1688,84572/17235,654,1/30,57371/12430
888,IMG_3575.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:47:06,336,37;53.7998N,122;15.5461W,189143/6919,218448/7991,84572/17235,205,1/30,47541/11465
889,IMG_3549.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:43:13,335,37;53.7988N,122;15.5484W,1530932/8119,1544697/8192,84572/17235,268,1/30,18617/4001
890,IMG_3565.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:46:11,338,37;53.7985N,122;15.5461W,196433/4096,196433/4096,84572/17235,289,1/30,392853/97009
891,IMG_3217.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:37:54,211,37;53.8048N,122;15.5589W,362145/1166,362145/1166,12575/1262,804,1/999,31856/3225
892,IMG_3559.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:44:18,335,37;53.7978N,122;15.5457W,492263/2635,492263/2635,84572/17235,442,1/30,7516/1789
893,IMG_2874.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:53:53,330,37;53.793N,122;15.5498W,1239817/4915,1314988/5213,84572/17235,446,1/30,23797/13633
894,IMG_3377.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:11:51,335,37;53.7957N,122;15.5544W,75095/8236,75095/8236,194444/28147,064,1/120,64670/10771
895,IMG_2733.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:42:48,330,37;53.7957N,122;15.5603W,3823391/16195,3868011/16384,49625/8401,960,1/60,350609/66651
896,IMG_2727.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:42:24,NA,NA,NA,NA,NA,260036/48857,676,1/40,69186/13709
897,IMG_2914.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:57:12,330,37;53.7955N,122;15.5525W,231165/3934,231165/3934,84572/17235,380,1/30,34383/12605
898,IMG_3161.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:38:05,328,37;53.7982N,122;15.5562W,1314161/6040,1384003/6361,260036/48857,490,1/40,53886/11131
899,IMG_3160.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:37:55,328,37;53.798N,122;15.5571W,523463/5988,461658/5281,260036/48857,108,1/40,67897/13913
900,IMG_2732.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:42:46,333,37;53.7963N,122;15.5617W,943435/3881,943435/3881,84572/17235,584,1/30,13949/3544
901,IMG_2849.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:50:28,329,37;53.795N,122;15.5498W,1581089/6526,1564372/6457,84572/17235,572,1/30,27263/8481
902,IMG_2875.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:53:55,330,37;53.7925N,122;15.5493W,1176463/4388,1176463/4388,84572/17235,585,1/30,79523/44400
903,IMG_3558.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:44:13,337,37;53.8N,122;15.5466W,433030/2233,433030/2233,84572/17235,212,1/30,416919/94570
904,IMG_3564.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:46:05,338,37;53.7957N,122;15.5461W,473845/1367,473845/1367,84572/17235,277,1/30,73186/16843
905,IMG_3014.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:13:30,330,37;53.797N,122;15.5511W,379378/2577,379378/2577,84572/17235,768,1/30,202385/61401
906,IMG_3214.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:37:43,207,37;53.8073N,122;15.5585W,591188/1999,591188/1999,194444/28147,128,1/120,72178/11019
907,IMG_3200.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:36:38,212,37;53.8052N,122;15.5635W,542233/2178,542233/2178,106202/10085,369,1/1479,82391/8291
908,IMG_3566.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:46:20,339,37;53.8015N,122;15.5461W,146797/1669,146797/1669,84572/17235,066,1/30,64271/14125
909,IMG_2888.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:54:28,330,37;53.7952N,122;15.5489W,135076/2205,135076/2205,84572/17235,200,1/30,77823/33220
910,IMG_3228.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:38:26,251,37;53.7998N,122;15.5562W,441971/2278,441971/2278,84572/17235,408,1/30,29828/6383
911,IMG_2877.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:53:59,330,37;53.7918N,122;15.5493W,556631/2783,556631/2783,84572/17235,231,1/30,17103/9421
912,IMG_3162.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:38:10,328,37;53.7978N,122;15.5557W,152414/639,152414/639,260036/48857,491,1/40,145085/31769
913,IMG_3163.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:38:16,328,37;53.7967N,122;15.5557W,93336/395,93336/395,194444/28147,447,1/120,77548/11939
914,IMG_2889.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:54:31,331,37;53.7952N,122;15.5489W,866653/15005,866653/15005,84572/17235,348,1/30,43985/18348
915,IMG_3201.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:36:41,212,37;53.8065N,122;15.564W,907385/3934,1028016/4457,110335/12762,097,1/400,106886/13529
916,IMG_3567.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:46:25,339,37;53.8012N,122;15.5466W,473688/6551,592345/8192,84572/17235,229,1/30,74833/16681
917,IMG_3215.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 13:37:47,208,37;53.8073N,122;15.5585W,527181/1520,527181/1520,51184/6219,364,1/300,105579/13354
918,IMG_3064.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:24:10,334,37;53.7925N,122;15.5562W,293991/830,293991/830,81999/8474,494,1/818,66817/7281
919,IMG_2839.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:49:34,327,37;53.7937N,122;15.5457W,218943/2069,218943/2069,84572/17235,368,1/30,34469/17427
920,IMG_2805.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:47:32,329,37;53.7937N,122;15.5443W,6573723/21512,6650119/21762,84572/17235,299,1/30,112685/35809
921,IMG_2756.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:44:09,331,37;53.7967N,122;15.5557W,266769/838,266769/838,84572/17235,219,1/30,36561/10009
922,IMG_2959.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:04:04,331,37;53.7937N,122;15.5438W,792230/9291,868119/10181,84572/17235,852,1/30,19081/12456
923,IMG_2965.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:05:03,329,37;53.7938N,122;15.5539W,1604407/12892,1570930/12623,84572/17235,850,1/30,110999/46243
924,IMG_2757.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:44:11,331,37;53.7967N,122;15.5557W,231860/723,231860/723,84572/17235,435,1/30,80194/18351
925,IMG_2743.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:43:23,333,37;53.797N,122;15.5571W,1585089/8192,1585089/8192,84572/17235,685,1/30,287959/96931
926,IMG_2804.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:47:31,329,37;53.7932N,122;15.5447W,455807/1616,455807/1616,84572/17235,509,1/30,150755/46637
927,IMG_2838.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:49:32,328,37;53.7937N,122;15.5457W,157637/1848,157637/1848,84572/17235,195,1/30,33355/18717
928,IMG_3273.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 14:18:47,326,37;53.7978N,122;15.5621W,875281/2757,875281/2757,194444/28147,726,1/120,175571/25870
929,IMG_2755.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:44:06,332,37;53.7967N,122;15.5557W,436191/1237,436191/1237,84572/17235,311,1/30,40849/9357
930,IMG_2966.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:05:10,330,37;53.7932N,122;15.5511W,95793/677,95793/677,84572/17235,200,1/30,75391/36887
931,IMG_3274.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-18 14:18:59,328,37;53.797N,122;15.5557W,236679/1789,236679/1789,96565/12801,303,1/187,72157/9821
932,IMG_2803.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:47:28,329,37;53.7943N,122;15.5461W,668899/2518,668899/2518,84572/17235,117,1/30,77393/23403
933,IMG_2817.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:48:03,327,37;53.7943N,122;15.5461W,843342/2381,843342/2381,84572/17235,780,1/30,127208/41847
934,IMG_2750.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:43:49,331,37;53.7973N,122;15.5562W,302387/948,302387/948,84572/17235,281,1/30,47832/15277
935,IMG_2744.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:43:26,333,37;53.797N,122;15.5571W,147238/727,147238/727,84572/17235,663,1/30,22898/10479
936,IMG_2976.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:06:29,330,37;53.7925N,122;15.5585W,2546213/10820,2546213/10820,84572/17235,368,1/30,57112/29823
937,IMG_2745.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:43:29,332,37;53.797N,122;15.5571W,190656/781,190656/781,84572/17235,679,1/30,68410/22563
938,IMG_2751.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:43:53,330,37;53.797N,122;15.5557W,531628/1765,531628/1765,84572/17235,532,1/30,41951/12988
939,IMG_2816.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:48:01,327,37;53.7943N,122;15.5461W,434603/1210,434603/1210,84572/17235,152,1/30,54352/16649
940,IMG_2802.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:47:26,329,37;53.795N,122;15.5479W,203177/745,203177/745,84572/17235,693,1/30,44701/13328
941,IMG_3539.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:41:47,337,37;53.7968N,122;15.5434W,496247/1465,707279/2088,84572/17235,242,1/30,115421/26237
942,IMG_2960.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:04:08,331,37;53.7927N,122;15.5443W,198713/3717,198713/3717,84572/17235,027,1/30,38887/25669
943,IMG_2948.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:02:29,331,37;53.796N,122;15.547W,136456/805,136456/805,84572/17235,775,1/30,51936/25609
944,IMG_3129.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 09:30:41,332,37;53.7943N,122;15.5589W,378837/3211,378837/3211,194444/28147,107,1/120,60667/10122
945,IMG_2752.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:43:56,331,37;53.7967N,122;15.5557W,696501/2186,696501/2186,84572/17235,370,1/30,36928/11893
946,IMG_2746.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:43:31,332,37;53.797N,122;15.5571W,342137/1208,342137/1208,84572/17235,182,1/30,130201/35308
947,IMG_2829.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:49:08,327,37;53.7937N,122;15.5457W,330887/1003,330887/1003,84572/17235,146,1/30,8399/3715
948,IMG_2801.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:47:23,329,37;53.7957N,122;15.5484W,819451/2479,891843/2698,84572/17235,355,1/30,17055/6548
949,IMG_2815.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-17 08:47:59,327,37;53.7943N,122;15.5461W,407924/1391,407924/1391,84572/17235,941,1/30,97059/35641
950,IMG_3538.png,APPLE_COUNT,APPLE,COLOR-NA,1-ONE,2019-07-19 17:41:40,342,37;53.7975N,122;15.5434W,106466/4331,106466/4331,84572/17235,192,1/30,48421/11818
951,IMG_3253.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:39:40,327,37;53.7968N,122;15.5548W,763847/2578,763847/2578,194444/28147,992,1/120,33623/5654
952,IMG_3247.png,LEAVES,BACKGROUND,BROWN,0-ZERO,2019-07-18 13:39:33,326,37;53.7957N,122;15.5534W,421472/1251,421472/1251,260036/48857,465,1/40,69794/13907
